stem,view,dice_f1,precision,recall_sensitivity,accuracy
test_127,OR (6x6 | 5x5),0.6671216515950064,0.5536283185836788,0.8391458310968567,0.9702301025390254
test_127,confidence blend,0.7156346381965761,0.6414596801627752,0.8092069964579791,0.9771385192870721
test_128,6x6 only,0.3303832116786814,0.22466960352408966,0.6239875926234293,0.9440078735351202
test_128,5x5 only,0.4340524240313458,0.2969781615031126,0.806134757882464,0.9534645080566042
test_128,OR (6x6 | 5x5),0.3943751237867323,0.2560436169117086,0.857832155780014,0.9416770935058234
test_128,confidence blend,0.3885315042813494,0.2580645161288862,0.785800448042761,0.9452476501464483
test_129,6x6 only,0.5599935447425481,0.4549029889873428,0.7282266526742325,0.9791984558105095
test_129,5x5 only,0.5378941395796888,0.43819334389799497,0.6963273871968597,0.9782524108886345
test_129,OR (6x6 | 5x5),0.4883499460348623,0.3500819224464317,0.8071353620129966,0.9692573547362912
test_129,confidence blend,0.5555209953339382,0.44126003705936845,0.749632738718259,0.9781951904296502
test_13,6x6 only,0.5760539629002284,0.5078582958113093,0.6654051647365701,0.9664344787597288
test_13,5x5 only,0.5506033264482277,0.5380284682382217,0.5637800534276894,0.9684600830077755
test_13,OR (6x6 | 5x5),0.6024771324781818,0.49642985935773787,0.7661398040953181,0.9653511047362913
test_13,confidence blend,0.5996296823811424,0.5228081794846239,0.702916295635905,0.9678306579589474
test_130,6x6 only,0.6951474617716935,0.6467298941940427,0.7514012738848717,0.9605293273925415
test_130,5x5 only,0.7317985346860207,0.7053956621944888,0.7602547770695794,0.9666252136230099
test_130,OR (6x6 | 5x5),0.7294467020942146,0.6171103667134092,0.8917834394898778,0.9603805541991821
test_130,confidence blend,0.7690055962115745,0.6998171846431445,0.8533757961778003,0.9692955017089474
test_131,6x6 only,0.6347490347486262,0.5942884684894634,0.6811213920719774,0.9783477783202751
test_131,5x5 only,0.5960536525880744,0.4978242755295826,0.7425769921271336,0.9721984863280879
test_131,OR (6x6 | 5x5),0.5832508414172524,0.45452441564417606,0.8136997652246738,0.9678802490234005
test_131,confidence blend,0.6557725207948464,0.5723995880529635,0.7675735395652982,0.9777412414550408
test_132,6x6 only,0.4569615994615,0.45812855353140775,0.4558005752632255,0.9568977355956666
test_132,5x5 only,0.4973916435081189,0.506001388750614,0.4890699904118033,0.9606742858886352
test_132,OR (6x6 | 5x5),0.48833467417518567,0.4206514206511291,0.5819750719073998,0.9514770507812137
test_132,confidence blend,0.5080361744995511,0.49683805334021,0.5197507190790798,0.9599494934081665
test_133,6x6 only,0.6006085667470544,0.5705603320481984,0.6339976939543452,0.9609451293944945
test_133,5x5 only,0.6862424403785758,0.637571559827099,0.7429583264694918,0.9685325622558224
test_133,OR (6x6 | 5x5),0.6299631869574579,0.5241767859093511,0.7892439466308768,0.9570541381835572
test_133,confidence blend,0.6620051794300177,0.6009537882854641,0.7368637786190604,0.9651489257812131
test_134,6x6 only,0.6188437838089191,0.5585937499995256,0.6936623431396249,0.9690895080566037
